,,,,,,,Daily Price Arrival Report-07-11-2025 to 25-04-2026 for Haryana,,,,,,
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,19/04/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,22/04/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,27/04/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,29/04/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,01/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,02/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,05/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,27/04/2016,1525,1525,1525,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/04/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/04/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,26/04/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,27/04/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,07/05/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/05/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,24/04/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,30/04/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,02/05/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/05/2019,1000,1200,1200,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,08/05/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/05/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,20/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,22/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,25/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,26/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,01/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,06/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,11/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,08/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,09/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,23/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,24/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,01/04/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,24/04/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,30/04/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,02/05/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,06/05/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,21/04/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,29/04/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,30/04/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,02/05/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,08/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,11/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,12/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,01/03/2006,810,810,810,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,08/04/2006,650,650,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,10/04/2006,650,650,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/04/2006,650,665,652,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,23/04/2006,650,712,700,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,17/04/2023,2125,2125,2125,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/04/2025,2425,2425,2425,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2025,2425,2425,2425,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2025,2425,2425,2425,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,23/04/2022,2015,2015,2015,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,26/04/2022,2015,2015,2015,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,07/05/2022,2015,2015,2015,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,11/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,17/04/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,04/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,12/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/05/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,04/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,07/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,19/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,20/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,27/06/2011,1120,1120,1120,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,06/04/2022,2015,2015,2015,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,07/04/2022,2015,2020,2015,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,11/04/2022,2015,2025,2015,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,19/04/2023,2125,2125,2125,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2023,2125,2125,2125,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,12/04/2024,2275,2275,2275,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/04/2015,1450,1450,1450,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,20/04/2015,1450,1450,1450,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/05/2015,1450,1450,1450,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,19/04/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,04/05/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,05/05/2012,1285,1285,1285,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,12/04/2016,1525,1525,1525,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,21/04/2016,1525,1525,1525,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,23/04/2016,1525,1525,1525,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,29/04/2016,1525,1525,1525,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,30/04/2016,1525,1525,1525,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,04/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,10/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,18/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,22/04/2009,1080,1080,1080,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,18/02/2010,1300,1300,1300,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,21/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,22/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,23/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,27/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,30/04/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/05/2010,1100,1100,1100,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,17/04/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,20/04/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,26/04/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,03/05/2014,1400,1400,1400,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,19/04/2018,1735,1735,1735,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,20/04/2018,1735,1735,1735,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,24/04/2018,1735,1735,1735,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,20/04/2017,1625,1625,1625,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,22/04/2017,1625,1625,1625,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,24/04/2017,1625,1625,1625,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2017,1625,1625,1625,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,29/04/2017,1625,1625,1625,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,02/05/2017,1625,1625,1625,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,26/04/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,28/04/2019,1840,1840,1840,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,12/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,17/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,23/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,25/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,26/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,30/04/2013,1350,1350,1350,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,04/04/2006,650,650,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,07/04/2006,650,650,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/04/2006,650,661,660,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/04/2006,650,665,660,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,18/04/2006,650,665,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,29/04/2006,650,712,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,02/05/2006,650,701,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,04/05/2006,650,650,650,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,12/11/2006,1591,1681,1636,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,11/04/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/04/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,09/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,10/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,16/05/2008,1000,1000,1000,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,13/04/2025,2425,2425,2425,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,15/04/2025,2425,2425,2425,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,17/04/2025,2425,2425,2425,1
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,21/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,10/04/2006,650,655,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,12/04/2006,650,660,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,27/04/2006,705,705,705,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,17/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,27/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,04/05/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,14/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,26/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,28/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,01/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,17/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,24/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,05/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,07/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,08/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,09/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,11/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,12/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,20/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,07/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,11/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,29/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,15/04/2008,1000,1000,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/04/2008,1000,1005,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,28/04/2008,1000,1005,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,30/04/2008,1000,1000,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,12/05/2008,1000,1000,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,15/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,17/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,29/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,02/05/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,04/05/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,07/05/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,23/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,07/04/2007,750,870,750,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,18/04/2007,850,865,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,25/04/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,07/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,08/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,17/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,21/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,06/06/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,14/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,19/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,21/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,25/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,27/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,21/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,23/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,06/05/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,19/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,20/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,24/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,25/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,08/05/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,23/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,24/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,25/04/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/05/2012,1285,1285,1285,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,04/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,12/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,23/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,25/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,28/04/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,01/05/2009,1080,1080,1080,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,13/04/2007,850,860,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/04/2007,850,865,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,24/04/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/04/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,28/04/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,29/04/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,01/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,03/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,05/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,11/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,27/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,28/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,29/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,30/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,10/06/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,15/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,24/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,25/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,27/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,04/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,06/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,07/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,04/04/2006,650,650,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,06/04/2006,650,651,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,07/04/2006,650,655,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,18/04/2006,650,675,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,21/04/2006,650,702,650,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,06/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,10/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,16/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,22/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,23/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,28/04/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,01/05/2010,1100,1100,1100,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,22/04/2008,1000,1005,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,23/04/2008,1000,1005,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,24/04/2008,1000,1005,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,27/04/2008,1000,1005,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,23/05/2008,1000,1000,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/05/2008,1000,1000,1000,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,28/05/2008,1000,1000,1000,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,12/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,22/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,147 Average,FAQ,24/04/2025,2425,2425,2425,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,01/04/2007,875,875,875,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,02/04/2007,861,878,875,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,05/04/2007,750,870,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,09/04/2007,750,855,750,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,10/04/2007,750,865,750,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,11/04/2007,750,862,750,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,15/04/2007,850,865,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,16/04/2007,850,865,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,04/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,06/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,10/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,15/05/2007,850,855,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,16/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,19/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,22/05/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,15/06/2007,850,850,850,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,28/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,18/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,19/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,22/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,26/04/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,08/05/2013,1350,1350,1350,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,17/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,21/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,22/04/2014,1400,1400,1400,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,11/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,12/04/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Kanak,FAQ,03/05/2011,1120,1120,1120,1
Haryana,Karnal,Nissing,Wheat,Other,FAQ,14/05/2011,1120,1120,1120,1
